-0.0193528-0.0944858j -0.00857711+0.805835j -0.208342-0.533623j -0.266147-2.56653j 0.0970971+1.17773j -0.232426-3.94973j -0.357001+0.340657j 0.0490913-6.71897j 0.0372991-1.26985j 0.069365-0.610454j -0.0916369+7.3647j -0.0305703+0.249522j 0.302243-9.75294j 0.119067-2.47174j -0.403306+7.42523j -0.237313+5.55291j 0.012609+1.40773j -0.317023+4.63057j 0.298235-5.32956j 1.16753-14.1397j 0.390839-3.24343j 0.538493-4.79273j 0.775522-6.83954j -0.103482-0.126876j -0.654734+5.55517j -0.767051+7.54187j 0.891486-5.41489j 1.2101-9.96276j 0.162224+0.918695j 0.727024-8.40942j 0.410807-3.47338j 0.38581-5.7646j 0.15114-1.9739j -0.50416+1.32715j 0.606171-4.59227j 0.56997-0.269584j 0.0684962+1.18678j 0.113484-2.24992j 0.496932-0.817109j -1.65854-0.341084j 0.963975-0.732835j 1.70449-0.941621j -0.730244-0.927146j -1.28783+2.43748j 3.60388-1.70693j -7.37756+2.21558j 1.45242-0.888709j -8.89914+2.7883j -11.5726+3.5258j 3.45718-0.99918j -15.1919+4.43925j 9.95488-2.91234j -6.49133+1.7401j -13.3799+3.51396j -5.03225+1.29329j 29.0216-7.49249j 22.1438-5.72181j -0.225853+0.0348146j -7.03562+1.63038j -2.08955+0.439253j 9.10549-2.07154j 30.5705-7.09305j 4.1228-0.807263j -26.1579+5.95916j 1.04444-0.126136j 23.9276-5.02364j -8.26365+1.83753j 2.1351-0.679748j 22.707-4.69585j -2.084+0.403192j 31.7729-6.51541j -1.10728+0.325843j 7.36849-2.03423j 7.73142-1.76211j 2.17126-0.21219j 14.4067-3.36568j -27.4318+5.27419j 4.14701-0.898773j 13.0094-2.26984j 7.89609-1.34444j 7.10621-1.46738j -13.7512+0.954712j -0.660163-0.202619j -6.18754+0.695009j -10.2564+0.386982j -0.968531+1.05528j 7.19197-0.286221j 1.64333+0.0648444j 3.25628-1.1571j 3.1297-2.31093j -1.52539+0.387574j -2.80974-3.11163j 
0.499597-0.318394j -1.97893+2.33082j 1.49296-1.44286j 5.48814-7.39993j -1.81524+2.92015j 4.96134-11.4417j -1.86308+1.05554j 8.32514-20.9737j 2.0102-4.12813j 0.430388-2.06536j -6.67905+22.41j -0.100746+0.307313j 7.11475-28.7633j 0.746249-8.77769j -2.84223+21.6487j -1.22263+16.5486j -1.74744+5.08433j 0.0994131+13.3053j 0.20254-16.4969j -1.91926-41.9832j 0.310774-9.32092j -4.41085-13.7598j -3.88773-19.1468j 2.79795+0.0945223j 2.71616+16.1155j 5.18823+21.3861j -7.91114-14.539j -12.0498-28.0742j 0.231861+2.41169j -10.6168-24.0826j -6.15913-9.1539j -10.7671-16.8361j -3.15821-5.70466j 7.47724+3.575j -12.1834-13.8972j -6.67194-0.0838712j 2.83579+2.77689j -5.19372-6.66126j -27.9968-1.4699j 12.5587+1.4489j 10.8128-0.497921j -45.9369-4.41957j 37.0539-0.219917j 13.5143+0.162493j -92.3177-1.05567j 185.143+5.6104j -43.2977+0.442482j 223.573+6.53703j 299.423+6.61131j -91.702-0.70651j 374.499+11.5882j -254.306-7.03737j 160.38+4.97391j 332.743+7.40525j 131.332+2.42753j -728.154-19.4831j -555.82-15.9416j 4.93334+0.543271j 181.793+4.08106j 46.4375+0.313696j -226.398-5.24098j -766.255-17.2409j -92.9791-1.6543j 659.214+16.3023j -16.4013-0.253999j -599.101-13.5607j 214.889+3.83195j -57.8283-2.03557j -570.314-11.7537j 52.7404-0.329413j -807.981-19.2127j 29.5845+1.54671j -179.671-6.99581j -198.208-3.71185j -55.7023-1.57884j -382.189-8.98528j 722.67+15.1599j -114.591-3.46615j -353.083-7.63312j -210.941-4.10254j -198.369-4.96287j 356.939+5.37407j 31.2326+1.4472j 162.967+6.03424j 269.133+6.24447j 25.8085+2.78406j -179.07-3.78929j -60.4671-1.6091j -89.379-3.27309j -52.8524+0.542232j 31.4409+0.33301j -3.88091-0.373049j 
-9.406-0.980543j 47.384+4.28854j -28.68-2.95057j -91.4166-14.3891j 32.2548+5.97766j -113.555-21.8598j 22.8646+4.00921j -148.265-36.9369j -29.4614-8.75107j -8.53163-3.67252j 119.86+40.1932j 3.21053+0.962686j -98.65-53.3642j -6.25675-14.5209j 32.1642+38.4456j 20.0831+29.0065j 0.70894+10.1178j -7.60363+25.2076j 0.698945-29.3789j 81.0798-72.1205j 18.3581-15.3865j 93.4553-22.623j 85.6837-33.3001j -39.5082-1.52659j -63.0691+26.5901j -125.281+36.3435j 156.863-23.3107j 250.619-45.2903j -9.46457+3.62593j 238.654-39.0244j 132.051-14.2058j 231.556-25.068j 65.3344-9.24537j -140.514+2.86119j 256.254-19.1581j 126.95-5.19208j -52.0549+1.75634j 105.709-6.67514j 517.758-3.76106j -230.269+5.35221j -209.262-4.33597j 855.508+9.06416j -700.227+13.8694j -253.787+4.20122j 1766.21-32.0813j -3503.62+38.5886j 828.942-29.7569j -4234.71+36.332j -5673.57+79.0912j 1702.95-20.9721j -7096.04+38.8739j 4815.77-39.1727j -3044.88+12.198j -6296.51+53.5463j -2469.23+21.5891j 13799.6-78.0481j 10553.6-60.31j -124.909+4.23672j -3426.82+13.2075j -903.109+17.8924j 4279.72-26.0535j 14533.2-67.567j 1807.01-19.2997j -12507.1+37.3077j 310.998-10.5865j 11314.6-31.9424j -4070.2+10.5797j 1096.59+5.33621j 10811.7-28.3856j -1002.4+11.1485j 15299.1-15.2941j -560.768-0.91082j 3392.18+11.1431j 3751.89-3.35001j 1057.34+3.62417j 7224.28+2.10467j -13668.8-2.77537j 2173.39+6.82929j 6673.7+14.5356j 4001.55-0.359052j 3749.63+14.8607j -6774.17+3.34772j -592.205-8.55234j -3076.79-32.3136j -5092.49-24.8831j -470.974-23.9179j 3392.04+14.3097j 1132.74+9.74734j 1681.33+19.171j 996.966-11.4156j -584.14-2.47935j 75.2064+4.01034j 
11.6554+0.943025j -61.5787-6.08753j 38.254+3.179j 119.592+22.9649j -43.1756-10.046j 147.916+36.7063j -31.1777-5.92458j 192.575+62.3981j 38.9545+13.0218j 11.5056+4.46918j -154.38-67.5034j -3.6183-1.5883j 127.59+90.1821j 9.07808+24.6673j -41.5157-65.1611j -25.4764-47.2672j -0.718034-15.7769j 11.0758-40.4267j -0.637496+48.9183j -108.966+121.426j -24.5973+27.7282j -123.704+37.5281j -113.476+55.0433j 51.7456+2.96529j 83.0656-45.9154j 166.519-61.0373j -205.614+41.0008j -330.171+77.3035j 12.2964-6.50703j -313.84+65.7468j -174.137+25.1222j -303.866+43.4532j -86.2759+14.8719j 184.505-6.62567j -337.112+33.0232j -165.933+5.52101j 68.9212-4.36349j -138.407+12.5504j -679.934+5.60535j 302.059-7.65351j 273.493+6.44757j -1121.21-12.2512j 917.829-18.1264j 332.552-5.71121j -2315.41+43.465j 4589.57-52.9464j -1085.98+40.5729j 5549.8-53.9503j 7435.19-107.881j -2229.5+30.8246j 9298.82-56.2532j -6312.97+56.0803j 3991.4-18.1101j 8251.18-74.3529j 3237.27-31.6559j -18083.2+117.227j -13826.5+89.0876j 163.629-7.16151j 4492.15-19.2889j 1184.96-24.1748j -5607.69+40.0806j -19044.1+97.7425j -2368.77+25.4585j 16388.6-59.0078j -405.62+14.3035j -14824.8+49.0072j 5331.56-17.5295j -1437.23-7.2432j -14167+43.8829j 1313.6-16.3466j -20047.2+28.594j 734.296+0.236626j -4444.84-11.4557j -4916.01+6.87473j -1385.64-4.72967j -9465.29+2.20382j 17910.1-4.23799j -2848.13-7.55013j -8744.51-14.807j -5243.2+1.84115j -4914.02-18.3163j 8875.57-6.34608j 776.115+10.1757j 4031.11+39.2426j 6672.53+31.1095j 617.388+30.3869j -4444.55-17.5099j -1484.24-12.2571j -2202.99-25.0706j -1306.19+14.3127j 765.683+3.14232j -98.5918-4.83491j 
-10.0536-1.19193j 53.4501+4.63444j -32.7485-2.82758j -103.405-17.9834j 35.3813+7.57408j -128.421-27.9619j 26.3894+5.6895j -168.308-48.8838j -34.2634-9.15452j -9.62198-3.9874j 134.64+49.4726j 2.55334+1.24885j -113.235-68.5824j -8.18636-18.8452j 36.8653+49.9164j 23.2678+37.2459j 1.70823+11.9091j -8.57089+30.4177j -0.143403-37.4874j 90.8991-92.8065j 20.7076-20.6714j 104.679-29.0084j 95.2229-42.8772j -44.6083-3.55314j -70.334+34.478j -140.752+47.5734j 175.605-30.2317j 281.137-58.8059j -10.8581+5.15842j 267.845-50.3754j 149.103-18.6763j 259.732-33.0817j 73.5675-11.6471j -157.796+4.45895j 288.656-25.0731j 143.077-5.33371j -58.6498+2.78811j 118.79-9.62309j 583.283-4.4504j -258.93+6.04055j -234.989-5.05126j 961.687+10.7623j -787.45+16.0171j -284.907+4.93872j 1989.8-37.3412j -3943.57+44.0985j 934.119-33.6242j -4767.99+47.9468j -6387.4+93.0291j 1916.25-24.7478j -7986.93+47.7145j 5424.21-46.1147j -3428.03+15.3124j -7086.92+62.2235j -2780.43+24.9893j 15534.5-98.6182j 11878.8-73.4676j -140.363+6.36917j -3858.71+14.68j -1016.29+19.7499j 4816.32-33.9435j 16359.3-83.2157j 2034.18-21.4416j -14078.4+50.2045j 349.26-12.3088j 12736.7-42.4403j -4580.58+15.1599j 1235.64+5.86135j 12172.4-37.9637j -1129.12+13.6946j 17222.9-25.8646j -630.319-1.02247j 3818.2+11.2587j 4223.4-6.62458j 1190.1+3.55386j 8131.51-1.03933j -15386.7+4.29437j 2446.2+6.3096j 7512.32+12.5866j 4504.46-2.04835j 4221.4+15.344j -7625.48+6.89675j -666.878-8.62445j -3463.31-34.5064j -5732.35-26.0943j -530.328-26.5585j 3819.17+14.5662j 1275.27+10.4647j 1892.64+20.7358j 1122.2-12.5666j -657.982-2.69307j 84.744+4.30575j 
10.8991+1.19762j -57.4947-7.38959j 34.4755+4.60689j 112.099+27.0669j -39.8448-11.4322j 139.662+40.9243j -28.3115-7.20964j 180.178+72.4417j 35.6779+14.4898j 10.1384+6.53756j -145.125-77.7129j -4.02403-2.14662j 121.854+104.387j 7.48837+28.7246j -38.7857-75.8221j -24.9265-57.5454j -2.04684-18.8004j 8.2669-46.8289j 0.0433432+57.0109j -99.0379+141.284j -22.3865+31.9268j -114.181+45.0472j -102.992+65.943j 47.4352+3.57799j 75.9844-53.0757j 153.597-72.296j -189.754+47.4214j -305.207+91.3971j 11.0974-8.16004j -290.379+78.2029j -161.777+30.2341j -281.685+52.5992j -79.8249+18.0967j 171.174-9.00264j -312.214+40.0896j -154.746+4.6515j 63.3833-6.24988j -128.864+16.4154j -631.183+6.50906j 280.557-8.16109j 254.111+6.42645j -1041.49-8.08356j 852.726-19.4049j 308.552-7.13141j -2151.78+44.1j 4262.85-56.6321j -1007.76+37.6383j 5156.82-58.9052j 6909.41-108.785j -2072.2+31.6217j 8640.8-66.3687j -5865.4+59.3326j 3709.04-20.6519j 7667.1-79.0375j 3006.16-32.0485j -16801.1+131j -12849.7+98.385j 151.158-5.54046j 4174.97-23.847j 1099.66-24.908j -5210.31+43.016j -17692.8+112.598j -2199.61+27.6522j 15227.4-73.719j -378.189+14.6526j -13775.1+61.669j 4953.06-22.6996j -1334.94-4.3861j -13164.4+55.4767j 1221.02-15.1604j -18626.6+47.888j 681.714-0.927146j -4129.37-4.63001j -4567.49+11.1682j -1287.49-2.84203j -8793.26+11.0764j 16640.9-21.163j -2645.85-3.86297j -8124.59-5.89393j -4871.49+6.3619j -4565.78-11.7048j 8246.89-13.6947j 720.655+8.22113j 3744.98+32.1726j 6199.22+21.7693j 573.234+27.1807j -4129.69-13.0236j -1378.59-10.2087j -2046.86-20.9298j -1213.79+13.7166j 711.438+2.00851j -91.1069-4.54199j 
2.92536+0.570991j -16.1618-3.88521j 9.99056+1.63577j 30.7272+14.7942j -10.9401-6.20806j 39.5973+24.1978j -7.88876-3.06572j 49.8636+41.0686j 10.2737+9.80814j 3.54699+4.3796j -41.0559-45.6664j -0.0128382-1.66607j 35.2935+59.8576j 3.08545+17.7815j -10.4974-44.9156j -7.47214-32.2839j -0.501017-10.8661j 3.18475-28.4963j -0.826204+33.6928j -27.2142+83.7394j -5.74045+18.5301j -31.4751+27.1411j -28.2755+39.7013j 13.1688+1.54057j 20.6719-31.3314j 42.2437-42.848j -52.227+28.4349j -84.2969+55.1265j 3.04631-4.84139j -79.8459+46.9653j -44.9091+18.3551j -77.8826+32.7741j -22.008+11.0538j 47.4712-7.06807j -86.2681+25.9221j -42.6774+1.47075j 17.824-4.41222j -35.5674+11.545j -174.789+3.07941j 77.7128-2.86056j 69.8573+2.62045j -286.755+0.0729269j 235.655-6.41269j 85.5337-2.61311j -593.558+15.348j 1175.47-21.8644j -278.621+12.0126j 1421.42-23.5628j 1907.07-41.321j -571.793+11.3196j 2383.62-29.4483j -1618.23+22.6485j 1023.39-13.2648j 2114.91-32.7412j 829.701-13.6389j -4634.53+58.2291j -3544.97+43.4126j 41.4555-0.324455j 1151.04-10.4015j 302.55-8.48182j -1437.65+17.9757j -4880.36+50.3679j -607.343+10.5205j 4201.52-37.3796j -105.022+3.8313j -3800.64+31.7735j 1366.35-10.5575j -367.96+1.65902j -3632.17+28.1233j 336.918-4.78532j -5138.27+31.5137j 188.169-1.18406j -1138.88+3.81158j -1259.6+7.26883j -355.625+0.205724j -2425.61+12.2849j 4589.99-20.1136j -729.518+1.74087j -2241.09+5.34537j -1343.66+5.12252j -1259.39+0.934731j 2274.62-8.51265j 199.188+1.40173j 1033.02+4.51767j 1709.81+1.04664j 157.544+5.33001j -1138.95-1.01657j -380.395-1.6144j -563.852-3.52659j -335.146+3.20887j 196.448+0.300097j -25.3055-0.96143j 
0.21061-0.335371j 1.51727+0.992959j -0.881407-0.59468j -3.40042-3.17779j 0.824944-0.102225j -4.11051-5.70523j 0.509001+0.775699j -4.86853-9.66014j -1.54373-2.02873j -0.0337402-1.33286j 2.91711+10.6976j 1.81503-1.43171j -1.57921-14.6001j -0.435596-4.00695j 1.21211+11.4239j 1.40913+7.60438j -0.118945+2.5522j -0.465113+6.60802j 0.214317-9.19002j 2.68283-20.1428j 0.226293-4.80898j 2.90207-6.57009j 3.52137-9.4652j -1.34789-0.40862j -1.90006+7.56268j -4.54093+10.3602j 4.46784-6.92354j 8.36887-13.2867j 0.0314964+1.14211j 8.19205-11.3951j 4.29658-4.4448j 7.55409-7.9572j 2.44987-2.37111j -4.36002+1.71289j 8.68947-6.69467j 5.1403-0.30594j -1.25106+1.34802j 3.52095-2.63983j 17.0517-0.864564j -7.45518+0.776966j -6.96064-1.11854j 27.2659+0.466997j -22.9205+1.78811j -8.70009+0.859224j 55.8721-2.45874j -111.695+3.16792j 27.82-0.874851j -135.45+4.29596j -181.803+6.86658j 55.5587-1.29235j -227.514+7.09505j 155.079-3.06334j -98.5126+3.8014j -202.391+5.75064j -78.7364+1.52304j 445.078-12.1722j 339.036-9.03573j -4.5504-0.607409j -111.089+3.42662j -29.2862+1.59382j 138.377-4.65424j 467.494-11.9576j 57.7532-2.19942j -401.555+9.26492j 10.2761+1.11752j 363.362-8.18524j -130.086+2.82928j 35.0987-0.741955j 348.116-6.74268j -32.1081+0.846342j 490.729-8.49781j -17.9182-0.0777911j 108.25-2.74336j 120.341-1.90223j 33.773-0.474148j 231.478-4.35781j -438.983+6.24039j 69.7574-1.14861j 214.085-2.73462j 128.201-1.50039j 120.677-1.75251j -217.985+2.65351j -18.6424-0.0785092j -97.9375+0.992281j -163.826+1.22743j -14.8712-0.191634j 108.865-0.845101j 36.1023-0.115241j 54.0023-0.48169j 31.9341-0.539447j -18.5467-0.0829502j 2.37141+0.0686878j 
2.93634-0.664917j -16.4219+3.48827j 10.6958-1.4837j 31.6427-9.64188j -11.6554+3.87097j 40.3362-15.0079j -8.32085+2.133j 51.9545-27.3459j 10.3456-4.03865j 2.32804-2.52378j -43.2476+29.3338j -1.7207+0.891474j 35.4022-39.3477j 2.0544-12.0675j -11.2818+28.46j -7.59784+22.3304j -0.886809+7.22852j 3.54843+17.7622j 1.03521-22.5451j -26.6803-55.6864j -5.82281-12.5543j -31.86-19.6047j -28.8896-26.7057j 13.5395-0.404335j 21.5698+21.5476j 43.4715+29.3983j -54.3385-20.193j -87.3786-39.2774j 2.77499+3.11626j -83.4984-32.9824j -46.414-13.8284j -80.8219-24.0226j -22.9309-7.81904j 49.06+6.31762j -89.7962-19.9123j -44.7524+0.788143j 18.008+4.62311j -36.7885-10.062j -182.314-2.43031j 81.212+0.274983j 73.7464+0.165011j -301.647-8.87212j 247.379-2.91212j 89.0263-0.0577426j -626.469+4.81329j 1238.82+0.207845j -290.599+8.4317j 1495.59+0.860682j 2006.94-11.4482j -601.891+2.73231j 2510.92+9.74443j -1702.74+0.18961j 1077.24+6.00913j 2225.76+0.0438076j 872.315+0.647104j -4881.28-10.399j -3731.05-9.39652j 43.5599-3.31626j 1212.19+4.25247j 319.043-2.69229j -1513.49-0.384557j -5138.64-12.792j -637.977+1.35497j 4424.76+16.0078j -108.866+3.59002j -4001.36-14.422j 1439.76+4.88979j -388.9-4.67522j -3824.29-12.4861j 354.549-3.79792j -5411.24-27.0703j 197.828+1.66238j -1199.69-15.2554j -1327.18-6.09205j -374.052-3.52634j -2555.33-16.9059j 4835.72+26.9306j -769.174-7.67968j -2361.27-17.8947j -1415.64-6.49921j -1327.55-13.1361j 2396.26+7.47509j 209.111+4.8166j 1089.29+18.9368j 1802.17+17.6139j 167.095+11.5575j -1200.8-9.59117j -401.126-5.62995j -595.523-10.4773j -352.496+4.88963j 206.758+1.36097j -26.5125-1.85206j 
-9.3286-0.747973j 48.4559+7.02813j -29.7927-3.87684j -93.7117-27.3023j 33.3499+11.9567j -115.244-41.4365j 22.4632+6.90272j -151.31-75.3404j -30.4573-14.3103j -9.32578-5.77858j 122.297+78.3636j 2.34155+1.34362j -102.471-106.245j -7.11534-30.2762j 32.7117+77.7453j 20.6247+58.5486j 0.482769+18.115j -6.88711+47.9116j -0.737444-57.9226j 79.3077-146.253j 17.7396-32.6346j 93.2608-46.6781j 85.2775-67.8596j -39.8212-3.03293j -61.7349+54.947j -126.158+73.9443j 157.73-49.5414j 252.527-94.359j -9.17887+8.09546j 240.364-80.8757j 133.896-31.5175j 233.754-54.9706j 66.1555-18.8428j -142.165+10.4761j 258.906-42.8626j 127.458-3.84694j -52.5245+6.69174j 106.881-18.2515j 524.253-6.5556j -233.055+7.68787j -210.975-5.8109j 863.85+5.34814j -709.657+15.9717j -257.206+5.93112j 1787.15-38.7424j -3543.1+49.0998j 838.762-33.6785j -4283.88+53.5664j -5739.14+99.1807j 1722.53-29.0875j -7178.02+65.9086j 4871.79-54.6872j -3081.56+23.4857j -6369.78+75.0544j -2498.13+29.3902j 13956.9-124.37j 10673.7-95.8321j -125.591+5.51002j -3466+22.6677j -913.44+21.685j 4328.68-41.6305j 14699.4-110.137j 1827.93-23.5828j -12651.2+75.0442j 314.86-10.7591j 11443.9-63.9967j -4114.77+23.6467j 1110.09+1.35477j 10935.8-57.1996j -1014.66+12.9144j 15472.9-55.7912j -566.613+1.20243j 3430.65-0.0375603j 3794.16-12.4947j 1069.07+1.48781j 7305.67-17.1534j -13823.7+29.8384j 2198.53+0.51064j 6749.69-1.53888j 4046.85-8.4287j 3792.75+6.25399j -6851.23+15.9363j -598.718-6.34991j -3111.2-23.3707j -5150.22-13.8948j -475.86-20.9909j 3430.63+8.26467j 1145.34+7.86797j 1700.1+15.1512j 1008.56-11.5738j -590.96-1.51274j 75.6419+3.5506j 
1.46479+0.879524j -5.85017-3.82403j 2.87486+1.53605j 11.1396+12.5207j -4.32774-4.52316j 15.1099+18.5315j -3.43232-1.76859j 20.1225+33.7856j 1.78269+4.26778j 1.34621+3.194j -15.9902-35.5265j -1.16386-0.619593j 13.4653+48.6172j 0.721743+13.8333j -3.76402-36.0674j -2.59105-25.9035j -0.180944-8.24711j 0.278606-22.1961j 0.0916204+26.8027j -10.3844+67.2268j -3.09478+14.8991j -12.3653+21.9028j -11.3643+31.3577j 4.97345+1.20375j 8.23756-25.6007j 16.6377-34.4561j -20.5476+23.0187j -33.0462+44.9515j 1.38491-3.85429j -31.0971+38.2224j -17.2378+15.4082j -30.0926+26.6604j -8.46656+8.94857j 18.5054-5.71448j -33.5108+21.2605j -16.1222+0.901102j 7.06309-4.08301j -13.9768+9.81167j -67.5071+2.98703j 29.7208-2.02244j 27.1029+1.53028j -111.305+1.92082j 90.817-3.25948j 33.1701-1.53457j -229.006+8.96645j 453.552-12.7012j -107.091+5.23257j 545.493-16.2015j 734.802-23.4394j -220.157+6.66337j 916.342-20.418j -620.558+17.2739j 391.557-10.3566j 813.85-20.4497j 318.32-9.39631j -1782.88+39.79j -1363.78+29.8142j 16.0066-0.784798j 442.535-8.45075j 116.654-4.75789j -553.611+12.676j -1877.19+36.6647j -233.634+5.72643j 1615.34-28.9316j -40.2401+1.5568j -1461.15+24.2426j 525.739-7.66408j -141.346+1.63053j -1396.38+21.6417j 130.014-2.30444j -1975.39+27.4514j 72.3216-1.23938j -438.112+6.48504j -484.93+6.3406j -136.367+1.01521j -932.525+11.9756j 1764.9-20.1392j -280.563+2.96079j -861.546+8.57379j -516.655+5.46643j -483.864+4.05278j 874.688-7.7953j 76.428-0.518137j 396.67-1.79012j 656.962-3.67088j 60.7253+0.772934j -437.634+2.01905j -146.049+0.455795j -216.748+0.247156j -128.775+0.790244j 75.5639-0.0767422j -9.84218-0.126276j 
7.61751+1.25412j -35.6208-9.39302j 20.332+5.84232j 68.7468+32.9378j -24.4296-13.3189j 84.528+51.2813j -17.3821-8.15036j 110.867+89.2243j 22.8581+18.4276j 7.19102+7.97553j -89.5563-96.7901j -3.45992-2.10342j 75.6974+129.398j 5.92512+36.4002j -24.6208-95.0113j -15.1406-71.4173j -1.14777-22.2047j 5.52002-58.7599j 1.32646+70.9131j -57.6727+178.658j -13.3419+39.8544j -68.4478+57.7157j -62.6931+83.4299j 29.1787+3.22925j 46.4161-68.3413j 92.4055-91.2812j -115.341+60.5369j -185.433+117.577j 6.56566-10.8446j -175.76+100.855j -98.0387+39.9161j -170.906+69.5563j -48.0625+23.604j 104.561-14.161j -189.606+54.9187j -91.9145+2.60433j 39.1859-9.92204j -78.6741+24.5337j -382.655+7.03884j 169.572-6.50186j 153.824+4.94686j -631.405+1.69577j 516.998-11.9782j 187.915-4.57053j -1303.5+33.2816j 2586.21-48.5962j -612.672+24.1864j 3127.74-53.0416j 4190.11-89.6488j -1256.44+23.9659j 5239.64-68.7753j -3558.54+53.3224j 2249.35-23.8964j 4650.43-71.5446j 1822.2-30.0453j -10190.1+127.654j -7792.27+97.2565j 92.1105-3.90187j 2530.91-24.7502j 666.491-18.0733j -3159.42+40.4682j -10731+114.936j -1334.72+21.287j 9235.66-83.5834j -229.34+8.44459j -8353.62+71.0646j 3004.29-24.9607j -810.471+2.59364j -7983.31+63.588j 741.602-9.8471j -11295.2+71.2219j 413.949-2.41732j -2503.38+8.76099j -2770.24+16.0668j -780.491+0.617496j -5332.95+27.4421j 10091.6-46.7151j -1604.41+3.15031j -4927.04+13.7302j -2954.13+13.2052j -2768.88+2.62867j 5001.17-20.664j 436.508+2.51289j 2270.73+9.68758j 3758.75+1.87098j 347.541+12.1253j -2503.89-1.1235j -835.898-3.34738j -1240.64-7.89461j -736.283+7.22793j 431.809+0.735747j -55.685-2.0295j 
4.97069+1.9343j -24.7952-8.38229j 14.9042+4.54984j 48.8362+28.8037j -18.4379-12.4708j 62.1966+45.6207j -11.9473-7.69047j 81.0438+77.0567j 16.4201+15.575j 6.45095+6.82657j -64.3338-84.0161j -1.35872-1.27074j 54.3531+113.138j 4.17871+32.139j -17.8352-83.387j -10.8339-61.7294j -1.68004-19.4677j 3.405-51.8912j 1.28721+62.064j -40.8308+156.998j -9.07437+34.8803j -49.134+51.7878j -44.2907+72.5473j 20.5186+2.39357j 32.4596-59.1792j 66.3545-79.9304j -82.5614+53.8525j -132.192+103.793j 4.74998-8.74865j -126.022+88.3018j -70.449+35.0653j -122.498+61.1025j -34.8716+20.553j 74.5001-13.1586j -136.207+49.0335j -66.9945+3.61039j 27.625-8.39696j -56.4882+22.2143j -275.06+6.97552j 122.12-5.9198j 110.737+3.77473j -453.038+3.75091j 370.521-10.6607j 134.047-4.94923j -937.556+25.1363j 1854.15-39.8428j -438.457+19.1542j 2241.34-44.5704j 3001.37-70.5191j -901.743+21.775j 3755.52-57.7689j -2549.47+43.261j 1612.65-20.9102j 3333.48-57.1108j 1309.09-23.684j -7303.71+106.169j -5585.53+80.2351j 66.3822-2.78506j 1814.04-21.7259j 477.116-14.91j -2264.36+33.939j -7692.17+96.1808j -956.518+17.368j 6620.12-72.2791j -163.565+6.09848j -5988.22+61.2259j 2152.97-21.3891j -580.554+3.60774j -5721.74+54.5242j 530.596-7.1339j -8095.71+65.0435j 296.248-3.00175j -1794.65+11.2796j -1985.39+14.1622j -559.36+2.0848j -3821.9+26.0688j 7233.06-43.9404j -1150.08+5.07308j -3531.2+14.811j -2117.47+11.5345j -1983.95+5.10651j 3584.76-18.0812j 313.121+1.19793j 1627.07+3.74518j 2694.41-2.24119j 248.199+7.62978j -1794.95+1.23586j -599.086-1.8191j -888.848-3.57016j -527.825+5.10879j 309.274+0.285516j -39.9104-1.35093j 
3.40457+0.19962j -16.6961-1.61832j 10.1307+0.640814j 31.9014+3.37776j -11.1466-0.877855j 39.461+4.93542j -8.39739-1.53j 52.3433+8.28499j 10.581+2.41674j 2.89306+0.170017j -42.2554-11.5596j -0.798883-0.305103j 34.9925+11.5364j 2.40919+3.27847j -12.3822-9.10217j -7.10533-6.54528j -0.194752-2.27271j 2.15036-5.02625j -0.169239+6.60767j -27.0531+16.9317j -5.87171+3.5499j -32.1347+4.74396j -28.9062+7.74886j 13.5105+0.808123j 21.1578-5.96105j 42.9502-8.52289j -53.7272+5.40658j -85.9297+10.5249j 3.45598-1.15614j -81.7891+8.74737j -45.3037+3.13944j -79.4406+5.19792j -22.4989+2.01349j 48.4352-0.218318j -88.2154+3.66658j -43.2804+1.66305j 17.9531-0.0506664j -36.3592+0.922113j -179.026+2.52734j 79.5052-2.5633j 72.5746+1.0721j -296.812-2.80387j 242.512-5.38666j 88.0724-1.74007j -610.733+12.1402j 1213.45-11.021j -286.908+10.2675j 1462.58-15.9727j 1963.58-26.0327j -589.398+7.69882j 2456.15-14.5394j -1666.3+11.9192j 1053.77-2.9484j 2177.32-17.7139j 854.625-7.87748j -4774.77+29.5107j -3649.97+20.8906j 43.1024-1.10673j 1184.89-4.33048j 313.157-5.10321j -1481.01+9.40467j -5028.16+23.0033j -624.965+6.57398j 4327.46-13.536j -107.857+3.50832j -3915.41+11.5486j 1407.83-4.5197j -379.858-2.18049j -3741.57+10.8357j 346.991-4.12443j -5293.56+6.25198j 193.567+0.273386j -1173.91-4.3188j -1298.13+1.51173j -366.292-1.31189j -2499.48-0.492696j 4729.76-0.19562j -751.889-1.8223j -2309.06-3.94793j -1384.58+0.425748j -1297.57-5.15149j 2343.96-2.35533j 204.699+2.65745j 1064.64+11.461j 1762.17+8.40891j 163.285+8.59671j -1173.88-4.75984j -392.052-3.45206j -581.966-6.7039j -344.866+4.30485j 202.204+0.827466j -25.9417-1.33709j 
